"16091904","25893.0","2.7878540438481E13","1.0766825179964082E9","1.0766825179964082E9"
"16091905","12676.0","1.7307527147677E13","1.3653776544396498E9","1.3653776544396498E9"
"16092103","20120.0","1.2202821824776E13","6.065020787662028E8","6.065020787662028E8"
"16092104","24991.0","2.0856144074038E13","8.345461995933737E8","8.345461995933737E8"
"16091906","21041.0","2.7213241217671E13","1.2933435301397748E9","1.2933435301397748E9"
"16092105","20335.0","1.4240860220943E13","7.003127721142366E8","7.003127721142366E8"
"16091907","8699.0","1.2125269569136E13","1.3938693607467525E9","1.3938693607467525E9"
"16092106","16780.0","1.336468055178E13","7.96464871977354E8","7.96464871977354E8"
"16091908","20279.0","2.3162141481529E13","1.1421737502603185E9","1.1421737502603185E9"
"16092107","15640.0","1.1533046593293E13","7.374070711824169E8","7.374070711824169E8"
"16091909","16992.0","1.1606128161425E13","6.830348494247292E8","6.830348494247292E8"
"16092108","23329.0","1.7525252970607E13","7.512217827856745E8","7.512217827856745E8"
"16092109","22020.0","2.0597666059187E13","9.354071779830608E8","9.354071779830608E8"
"16091801","14865.0","1.2021157686865E13","8.086887108553649E8","8.086887108553649E8"
"16091802","12625.0","8.872781769226E12","7.027945955822574E8","7.027945955822574E8"
"16091803","19489.0","1.4912941600685E13","7.65197886022115E8","7.65197886022115E8"
"16092001","15821.0","1.1368590118441E13","7.185759508527274E8","7.185759508527274E8"
"16092002","22895.0","2.2611242665924E13","9.876061439582442E8","9.876061439582442E8"
"16091804","14994.0","1.3687524195355E13","9.128667597275577E8","9.128667597275577E8"
"16091805","12139.0","1.8338711798549E13","1.5107267319012275E9","1.5107267319012275E9"
"16092003","18127.0","1.7965627129564E13","9.910976515454295E8","9.910976515454295E8"
"16092004","22297.0","2.1811850957845E13","9.782415104204601E8","9.782415104204601E8"
"16091806","23387.0","1.9810585526354E13","8.470768173067944E8","8.470768173067944E8"
"16092005","24263.0","1.7510329416928E13","7.216885552869802E8","7.216885552869802E8"
"16091807","14898.0","1.2127356721647E13","8.14025823711035E8","8.14025823711035E8"
"16092006","21675.0","2.0127394196652E13","9.285995015756401E8","9.285995015756401E8"
"16091808","13473.0","1.3876215133763E13","1.0299276429720924E9","1.0299276429720924E9"
"16091809","18487.0","1.5898867075576E13","8.600025464151025E8","8.600025464151025E8"
"16092007","20236.0","1.7839891780892E13","8.815918057369045E8","8.815918057369045E8"
"16092210","7591.0","7.099062829141E12","9.351946817469372E8","9.351946817469372E8"
"16092211","12986.0","1.0590727901377E13","8.155496612796088E8","8.155496612796088E8"
"16092008","17726.0","1.3954741624536E13","7.872470734816654E8","7.872470734816654E8"
"16092212","15306.0","9.728341324266E12","6.355900512391219E8","6.355900512391219E8"
"16092009","13290.0","1.1197256799348E13","8.425324905453725E8","8.425324905453725E8"
"16091701","16203.0","1.2454563240826E13","7.686578560035796E8","7.686578560035796E8"
"16091702","29849.0","1.4114506216621E13","4.7286362077861905E8","4.7286362077861905E8"
"16091703","15162.0","1.2730650972894E13","8.396419319940641E8","8.396419319940641E8"
"16091704","16238.0","1.8346902613154E13","1.1298745296929424E9","1.1298745296929424E9"
"16091705","22817.0","1.679501549119E13","7.360746588591839E8","7.360746588591839E8"
"16091706","10107.0","9.681295594238E12","9.578802408467399E8","9.578802408467399E8"
"16091707","17841.0","1.1876642832054E13","6.656937857773668E8","6.656937857773668E8"
"16091910","23882.0","1.870363505375E13","7.831687067142618E8","7.831687067142618E8"
"16091911","21670.0","1.9308902216453E13","8.910430187564837E8","8.910430187564837E8"
"16091708","16613.0","1.0618401909944E13","6.391622169351712E8","6.391622169351712E8"
"16091709","24827.0","1.4197973469212E13","5.718763229231079E8","5.718763229231079E8"
"16092110","17516.0","1.4703143863625E13","8.394121867792305E8","8.394121867792305E8"
"16091912","19397.0","1.2247513723524E13","6.314127815396196E8","6.314127815396196E8"
"16092111","20071.0","1.3622179316683E13","6.786995823169249E8","6.786995823169249E8"
"16092112","21255.0","2.5424166206805E13","1.1961499038722653E9","1.1961499038722653E9"
"16091601","19428.0","1.6166221074552E13","8.321093820543545E8","8.321093820543545E8"
"16091602","18862.0","2.2222538196651E13","1.1781644680654755E9","1.1781644680654755E9"
"16091603","18778.0","2.0153474294764E13","1.0732492435170945E9","1.0732492435170945E9"
